obs,time,deployment,conductivity,ctd_time,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temperature,ctdmo_seawater_pressure,ctdmo_seawater_temperature,ctdmo_seawater_conductivity,practical_salinity,density,ctdmo_seawater_pressure_qc_executed,ctdmo_seawater_pressure_qc_results,ctdmo_seawater_temperature_qc_executed,ctdmo_seawater_temperature_qc_results,ctdmo_seawater_conductivity_qc_executed,ctdmo_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3660249601.0,2,377976,504576001,3718258173.96,3718258173.97,3660249601.0,0.0,internal_timestamp,26745,136003,1500.94205637,3.6003,3.27976,34.9295977244,1034.66815482,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
1,3660250051.0,2,377978,504576451,3718258173.96,3718258173.97,3660250051.0,0.0,internal_timestamp,26746,135993,1501.00470076,3.5993,3.27978,34.9308600758,1034.66956565,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
2,3660250501.0,2,377987,504576901,3718258173.96,3718258173.97,3660250501.0,0.0,internal_timestamp,26722,136013,1499.50123539,3.6013,3.27987,34.930558839,1034.66225892,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
3,3660250951.0,2,377985,504577351,3718258173.96,3718258173.97,3660250951.0,0.0,internal_timestamp,26702,136019,1498.24834758,3.6019,3.27985,34.9303079832,1034.65631559,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
4,3660251401.0,2,377987,504577801,3718258173.96,3718258173.97,3660251401.0,0.0,internal_timestamp,26696,136020,1497.87248123,3.602,3.27987,34.9306255298,1034.65485189,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
5,3660251851.0,2,377973,504578251,3718258173.96,3718258173.97,3660251851.0,0.0,internal_timestamp,26712,136001,1498.87479148,3.6001,3.27973,34.9304761863,1034.65952555,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
6,3660252301.0,2,377976,504578701,3718258173.96,3718258173.97,3660252301.0,0.0,internal_timestamp,26681,136016,1496.93281538,3.6016,3.27976,34.9302087198,1034.65033071,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
7,3660252751.0,2,377965,504579151,3718258173.96,3718258173.97,3660252751.0,0.0,internal_timestamp,26689,136001,1497.4339705,3.6001,3.27965,34.9302406148,1034.65282627,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
8,3660253201.0,2,377991,504579601,3718258173.96,3718258173.97,3660253201.0,0.0,internal_timestamp,26713,136019,1498.93743587,3.6019,3.27991,34.9306784265,1034.65972193,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
9,3660253651.0,2,377986,504580051,3718258173.96,3718258173.97,3660253651.0,0.0,internal_timestamp,26731,136000,1500.0650349,3.6,3.27986,34.9315343426,1034.66575124,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
