obs,time,deployment,conductivity,ctd_time,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temperature,ctdmo_seawater_pressure,ctdmo_seawater_temperature,ctdmo_seawater_conductivity,practical_salinity,density,ctdmo_seawater_pressure_qc_executed,ctdmo_seawater_pressure_qc_results,ctdmo_seawater_temperature_qc_executed,ctdmo_seawater_temperature_qc_results,ctdmo_seawater_conductivity_qc_executed,ctdmo_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3655411201.0,2,378839,499737601,3718257995.08,3718257995.09,3655411201.0,0.0,internal_timestamp,26623,136943,1493.29944073,3.6943,3.28839,34.9363707691,1034.62605575,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
1,3655411651.0,2,378872,499738051,3718257995.08,3718257995.09,3655411651.0,0.0,internal_timestamp,26691,136962,1497.55925928,3.6962,3.28872,34.9361670351,1034.64488588,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
2,3655412101.0,2,378834,499738501,3718257995.08,3718257995.08,3655412101.0,0.0,internal_timestamp,26688,136916,1497.37132611,3.6916,3.28834,34.9366166474,1034.64502165,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
3,3655412551.0,2,378761,499738951,3718257995.08,3718257995.08,3655412551.0,0.0,internal_timestamp,26684,136824,1497.12074855,3.6824,3.28761,34.9378086742,1034.64608848,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
4,3655413001.0,2,378805,499739401,3718257995.08,3718257995.08,3655413001.0,0.0,internal_timestamp,26725,136872,1499.68916856,3.6872,3.28805,34.9366827703,1034.65615259,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
5,3655413451.0,2,378786,499739851,3718257995.08,3718257995.08,3655413451.0,0.0,internal_timestamp,26752,136834,1501.3805671,3.6834,3.28786,34.9376083923,1034.66504465,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
6,3655413901.0,2,378833,499740301,3718257995.08,3718257995.08,3655413901.0,0.0,internal_timestamp,26799,136868,1504.32485346,3.6868,3.28833,34.9381291521,1034.67829053,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
7,3655414351.0,2,378810,499740751,3718257995.08,3718257995.09,3655414351.0,0.0,internal_timestamp,26820,136845,1505.64038566,3.6845,3.2881,34.9371849753,1034.68381,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
8,3655414801.0,2,378814,499741201,3718257995.08,3718257995.09,3655414801.0,0.0,internal_timestamp,26824,136849,1505.89096322,3.6849,3.28814,34.937112621,1034.68483043,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
9,3655415251.0,2,378832,499741651,3718257995.08,3718257995.09,3655415251.0,0.0,internal_timestamp,26828,136870,1506.14154078,3.687,3.28832,34.9369033637,1034.68550957,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
10,3655415701.0,2,378841,499742101,3718257995.08,3718257995.09,3655415701.0,0.0,internal_timestamp,26850,136865,1507.51971737,3.6865,3.28841,34.9378154926,1034.69252133,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
11,3655416151.0,2,378797,499742551,3718257995.08,3718257995.09,3655416151.0,0.0,internal_timestamp,26842,136816,1507.01856225,3.6816,3.28797,34.9380259335,1034.69109611,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
12,3655416601.0,2,378757,499743001,3718257995.08,3718257995.09,3655416601.0,0.0,internal_timestamp,26844,136779,1507.14385103,3.6779,3.28757,34.9371343508,1034.69147118,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
13,3655417051.0,2,378700,499743451,3718257995.08,3718257995.09,3655417051.0,0.0,internal_timestamp,26867,136719,1508.58467201,3.6719,3.287,34.9360078144,1034.69792213,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
14,3655417501.0,2,378681,499743901,3718257995.08,3718257995.09,3655417501.0,0.0,internal_timestamp,26882,136684,1509.52433787,3.6684,3.28681,34.9369880251,1034.70341845,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
15,3655417951.0,2,378456,499744351,3718257995.08,3718257995.09,3655417951.0,0.0,internal_timestamp,26878,136478,1509.27376031,3.6478,3.28456,34.9322113276,1034.70136558,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
16,3655418401.0,2,378572,499744801,3718257995.08,3718257995.09,3655418401.0,0.0,internal_timestamp,26932,136571,1512.6565574,3.6571,3.28572,34.9344624018,1034.71714177,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
17,3655418851.0,2,378610,499745251,3718257995.08,3718257995.09,3655418851.0,0.0,internal_timestamp,26903,136615,1510.83987007,3.6615,3.2861,34.9352149231,1034.70891917,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
18,3655419301.0,2,378652,499745701,3718257995.08,3718257995.09,3655419301.0,0.0,internal_timestamp,26909,136669,1511.21573641,3.6669,3.28652,34.9343034394,1034.70916,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
19,3655419751.0,2,378686,499746151,3718257995.09,3718257995.1,3655419751.0,0.0,internal_timestamp,26929,136705,1512.46862422,3.6705,3.28686,34.9339113124,1034.71401819,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
20,3655420201.0,2,378698,499746601,3718257995.09,3718257995.1,3655420201.0,0.0,internal_timestamp,26879,136732,1509.3364047,3.6732,3.28698,34.9340286703,1034.69958669,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
21,3655420651.0,2,378747,499747051,3718257995.09,3718257995.1,3655420651.0,0.0,internal_timestamp,26887,136781,1509.83755982,3.6781,3.28747,34.9344108327,1034.70147724,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
22,3655421101.0,2,378815,499747501,3718257995.09,3718257995.1,3655421101.0,0.0,internal_timestamp,26882,136851,1509.52433787,3.6851,3.28815,34.9352272634,1034.69973981,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
23,3655421551.0,2,378848,499747951,3718257995.09,3718257995.1,3655421551.0,0.0,internal_timestamp,26877,136887,1509.21111592,3.6887,3.28848,34.9354886661,1034.69803436,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
24,3655422001.0,2,378884,499748401,3718257995.09,3718257995.1,3655422001.0,0.0,internal_timestamp,26878,136933,1509.27376031,3.6933,3.28884,34.9348647224,1034.69719443,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
25,3655422451.0,2,378899,499748851,3718257995.09,3718257995.1,3655422451.0,0.0,internal_timestamp,26896,136945,1510.40135934,3.6945,3.28899,34.934817287,1034.70208632,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
26,3655422901.0,2,378889,499749301,3718257995.1,3718257995.11,3655422901.0,0.0,internal_timestamp,26828,136962,1506.14154078,3.6962,3.28889,34.9339427616,1034.68191997,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
27,3655423351.0,2,378855,499749751,3718257995.1,3718257995.11,3655423351.0,0.0,internal_timestamp,26810,136936,1505.01394175,3.6936,3.28855,34.9332194362,1034.67661524,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
28,3655423801.0,2,378855,499750201,3718257995.1,3718257995.11,3655423801.0,0.0,internal_timestamp,26834,136920,1506.51740713,3.692,3.28855,34.9341651063,1034.68437076,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
29,3655424251.0,2,378965,499750651,3718257995.1,3718257995.11,3655424251.0,0.0,internal_timestamp,26811,137022,1505.07658614,3.7022,3.28965,34.9371289655,1034.67878305,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
30,3655424701.0,2,378945,499751101,3718257995.1,3718257995.11,3655424701.0,0.0,internal_timestamp,26812,137016,1505.13923053,3.7016,3.28945,34.9353656073,1034.67776472,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
31,3655425151.0,2,379041,499751551,3718257995.1,3718257995.11,3655425151.0,0.0,internal_timestamp,26794,137114,1504.0116315,3.7114,3.29041,34.9369395557,1034.67255578,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
32,3655425601.0,2,378940,499752001,3718257995.1,3718257995.11,3655425601.0,0.0,internal_timestamp,26808,137007,1504.88865297,3.7007,3.2894,34.935846988,1034.67713428,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
33,3655426051.0,2,378832,499752451,3718257995.1,3718257995.11,3655426051.0,0.0,internal_timestamp,26754,136908,1501.50585588,3.6908,3.28832,34.9351829075,1034.66268993,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
34,3655426501.0,2,378713,499752901,3718257995.1,3718257995.11,3655426501.0,0.0,internal_timestamp,26785,136769,1503.44783199,3.6769,3.28713,34.9348069269,1034.67308055,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
35,3655426951.0,2,378735,499753351,3718257995.09,3718257995.1,3655426951.0,0.0,internal_timestamp,26766,136808,1502.25758857,3.6808,3.28735,34.9338836567,1034.66644143,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
36,3655427401.0,2,378825,499753801,3718257995.09,3718257995.1,3655427401.0,0.0,internal_timestamp,26731,136924,1500.0650349,3.6924,3.28825,34.9333784323,1034.65454282,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
37,3655427851.0,2,378859,499754251,3718257995.09,3718257995.1,3655427851.0,0.0,internal_timestamp,26742,136931,1500.7541232,3.6931,3.28859,34.9363219657,1034.65987087,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
38,3655428301.0,2,378911,499754701,3718257995.09,3718257995.1,3655428301.0,0.0,internal_timestamp,26734,136976,1500.25296807,3.6976,3.28911,34.9379738299,1034.65828405,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
39,3655428751.0,2,378849,499755151,3718257995.1,3718257995.1,3655428751.0,0.0,internal_timestamp,26746,136922,1501.00470076,3.6922,3.28849,34.9359646363,1034.66084644,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
40,3655429201.0,2,378769,499755601,3718257995.1,3718257995.1,3655429201.0,0.0,internal_timestamp,26743,136845,1500.81676759,3.6845,3.28769,34.9347149022,1034.66007454,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
41,3655429651.0,2,378898,499756051,3718257995.1,3718257995.1,3655429651.0,0.0,internal_timestamp,26703,136982,1498.31099197,3.6982,3.28898,34.9367618731,1034.64847488,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
