obs,time,deployment,conductivity,ctd_time,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temperature,ctdmo_seawater_pressure,ctdmo_seawater_temperature,ctdmo_seawater_conductivity,practical_salinity,density,ctdmo_seawater_pressure_qc_executed,ctdmo_seawater_pressure_qc_results,ctdmo_seawater_temperature_qc_executed,ctdmo_seawater_temperature_qc_results,ctdmo_seawater_conductivity_qc_executed,ctdmo_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3677184001.0,3,378895,521510401,3718311093.27,3718311093.34,3677184001.0,0.0,internal_timestamp,26927,136971,1512.34333544,3.6971,3.28895,34.9306450828,1034.70722701,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
1,3677184451.0,3,378913,521510851,3718311093.27,3718311093.34,3677184451.0,0.0,internal_timestamp,26921,136993,1511.9674691,3.6993,3.28913,34.9306394678,1034.70522143,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
2,3677184901.0,3,378915,521511301,3718311093.27,3718311093.34,3677184901.0,0.0,internal_timestamp,26929,136994,1512.46862422,3.6994,3.28915,34.9305235027,1034.70738064,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
3,3677185351.0,3,378931,521511751,3718311093.28,3718311093.35,3677185351.0,0.0,internal_timestamp,26926,137020,1512.28069105,3.702,3.28931,34.9297669995,1034.70557959,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
4,3677185801.0,3,378946,521512201,3718311093.28,3718311093.35,3677185801.0,0.0,internal_timestamp,26928,137041,1512.40597983,3.7041,3.28946,34.9292650155,1034.70546214,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
5,3677186251.0,3,379043,521512651,3718311093.28,3718311093.35,3677186251.0,0.0,internal_timestamp,26927,137136,1512.34333544,3.7136,3.29043,34.9307494145,1034.70503392,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
6,3677186701.0,3,379034,521513101,3718311093.28,3718311093.35,3677186701.0,0.0,internal_timestamp,26926,137123,1512.28069105,3.7123,3.29034,34.9310866939,1034.70519497,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
7,3677187151.0,3,379049,521513551,3718311093.28,3718311093.35,3677187151.0,0.0,internal_timestamp,26935,137143,1512.84449057,3.7143,3.29049,34.9304738905,1034.70698493,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
8,3677187601.0,3,379040,521514001,3718311093.28,3718311093.35,3677187601.0,0.0,internal_timestamp,26939,137139,1513.09506813,3.7139,3.2904,34.9297081691,1034.70757111,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
9,3677188051.0,3,379064,521514451,3718311093.28,3718311093.35,3677188051.0,0.0,internal_timestamp,26940,137155,1513.15771252,3.7155,3.29064,34.9308278032,1034.70851194,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
10,3677188501.0,3,379064,521514901,3718311093.28,3718311093.34,3677188501.0,0.0,internal_timestamp,26960,137154,1514.41060033,3.7154,3.29064,34.9303159597,1034.71378342,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
11,3677188951.0,3,379015,521515351,3718311093.28,3718311093.35,3677188951.0,0.0,internal_timestamp,26941,137112,1513.22035691,3.7112,3.29015,34.9295370684,1034.7083753,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
12,3677189401.0,3,378999,521515801,3718311093.28,3718311093.35,3677189401.0,0.0,internal_timestamp,26958,137088,1514.28531155,3.7088,3.28999,34.9296506432,1034.71360612,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
13,3677189851.0,3,379053,521516251,3718311093.28,3718311093.35,3677189851.0,0.0,internal_timestamp,26940,137144,1513.15771252,3.7144,3.29053,34.9306869916,1034.70855323,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
14,3677190301.0,3,379049,521516701,3718311093.28,3718311093.35,3677190301.0,0.0,internal_timestamp,26954,137141,1514.03473399,3.7141,3.29049,34.9300982826,1034.71209422,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
15,3677190751.0,3,379049,521517151,3718311093.28,3718311093.35,3677190751.0,0.0,internal_timestamp,26957,137133,1514.22266716,3.7133,3.29049,34.9308489382,1034.71364262,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
16,3677191201.0,3,379078,521517601,3718311093.28,3718311093.35,3677191201.0,0.0,internal_timestamp,26943,137164,1513.34564569,3.7164,3.29078,34.9314414177,1034.70971818,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
17,3677191651.0,3,379068,521518051,3718311093.28,3718311093.35,3677191651.0,0.0,internal_timestamp,26954,137151,1514.03473399,3.7151,3.29068,34.9312901576,1034.71289154,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
18,3677192101.0,3,378927,521518501,3718311093.28,3718311093.35,3677192101.0,0.0,internal_timestamp,26962,136998,1514.53588911,3.6998,3.28927,34.9305018813,1034.71664729,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
19,3677192551.0,3,378986,521518951,3718311093.28,3718311093.35,3677192551.0,0.0,internal_timestamp,26963,137060,1514.5985335,3.706,3.28986,34.9309109756,1034.71639632,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
20,3677193001.0,3,379030,521519401,3718311093.28,3718311093.35,3677193001.0,0.0,internal_timestamp,26984,137105,1515.9140657,3.7105,3.2903,34.9307210329,1034.72156872,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
21,3677193451.0,3,378987,521519851,3718311093.28,3718311093.35,3677193451.0,0.0,internal_timestamp,26959,137054,1514.34795594,3.7054,3.28987,34.9317852195,1034.71603326,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
22,3677193901.0,3,378986,521520301,3718311093.28,3718311093.35,3677193901.0,0.0,internal_timestamp,26972,137050,1515.16233302,3.705,3.28986,34.9316873704,1034.71969033,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
23,3677194351.0,3,378978,521520751,3718311093.28,3718311093.35,3677194351.0,0.0,internal_timestamp,26976,137044,1515.41291058,3.7044,3.28978,34.9312505441,1034.72056219,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
24,3677194801.0,3,379029,521521201,3718311093.29,3718311093.35,3677194801.0,0.0,internal_timestamp,26976,137094,1515.41291058,3.7094,3.29029,34.9320092617,1034.72046776,29,29,29,29,29,13,29,13,29,29,59.9341,-39.4673
