obs,time,deployment,conductivity,ctd_time,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temperature,ctdmo_seawater_pressure,ctdmo_seawater_temperature,ctdmo_seawater_conductivity,practical_salinity,density,ctdmo_seawater_pressure_qc_executed,ctdmo_seawater_pressure_qc_results,ctdmo_seawater_temperature_qc_executed,ctdmo_seawater_temperature_qc_results,ctdmo_seawater_conductivity_qc_executed,ctdmo_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3679603201.0,3,378928,523929601,3718311213.97,3718311213.99,3679603201.0,0.0,internal_timestamp,26547,137091,1488.53846705,3.7091,3.28928,34.9336392264,1034.60036152,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
1,3679603651.0,3,378905,523930051,3718311213.97,3718311213.99,3679603651.0,0.0,internal_timestamp,26521,137078,1486.90971289,3.7078,3.28905,34.9330945389,1034.59275106,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
2,3679604101.0,3,378848,523930501,3718311213.97,3718311213.99,3679604101.0,0.0,internal_timestamp,26482,137028,1484.46658166,3.7028,3.28848,34.9328330065,1034.5821892,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
3,3679604551.0,3,378820,523930951,3718311213.97,3718311214.0,3679604551.0,0.0,internal_timestamp,26505,136982,1485.90740265,3.6982,3.2882,34.9336608319,1034.5899828,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
4,3679605001.0,3,378794,523931401,3718311213.97,3718311214.0,3679605001.0,0.0,internal_timestamp,26508,136977,1486.09533582,3.6977,3.28794,34.9310197494,1034.58882761,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
5,3679605451.0,3,378658,523931851,3718311213.97,3718311214.0,3679605451.0,0.0,internal_timestamp,26473,136843,1483.90278215,3.6843,3.28658,34.9301467534,1034.58006803,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
6,3679605901.0,3,378702,523932301,3718311213.97,3718311214.0,3679605901.0,0.0,internal_timestamp,26457,136895,1482.9004719,3.6895,3.28702,34.9303632801,1034.57499455,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
7,3679606351.0,3,378668,523932751,3718311213.97,3718311214.0,3679606351.0,0.0,internal_timestamp,26441,136863,1481.89816165,3.6863,3.28668,34.9302112035,1034.57078239,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
8,3679606801.0,3,378739,523933201,3718311213.97,3718311214.0,3679606801.0,0.0,internal_timestamp,26417,136944,1480.39469628,3.6944,3.28739,34.9308108875,1034.56334681,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
9,3679607251.0,3,378846,523933651,3718311213.97,3718311214.0,3679607251.0,0.0,internal_timestamp,26469,137043,1483.65220459,3.7043,3.28846,34.9314168356,1034.5771906,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
10,3679607701.0,3,378880,523934101,3718311213.97,3718311214.0,3679607701.0,0.0,internal_timestamp,26522,137068,1486.97235728,3.7068,3.2888,34.9311615914,1034.59165418,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
11,3679608151.0,3,378899,523934551,3718311213.98,3718311214.0,3679608151.0,0.0,internal_timestamp,26522,137085,1486.97235728,3.7085,3.28899,34.9316158775,1034.59177737,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
12,3679608601.0,3,378923,523935001,3718311213.98,3718311214.0,3679608601.0,0.0,internal_timestamp,26576,137088,1490.35515437,3.7088,3.28923,34.9324673071,1034.60769336,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
13,3679609051.0,3,378908,523935451,3718311213.98,3718311214.0,3679609051.0,0.0,internal_timestamp,26527,137083,1487.28557924,3.7083,3.28908,34.9327364201,1034.59410011,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
14,3679609501.0,3,378917,523935901,3718311213.98,3718311214.0,3679609501.0,0.0,internal_timestamp,26535,137089,1487.78673436,3.7089,3.28917,34.9329205327,1034.5964273,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
15,3679609951.0,3,378896,523936351,3718311213.98,3718311214.0,3679609951.0,0.0,internal_timestamp,26535,137060,1487.78673436,3.706,3.28896,34.9334952651,1034.59727669,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
16,3679610401.0,3,378893,523936801,3718311213.98,3718311214.0,3679610401.0,0.0,internal_timestamp,26536,137074,1487.84937875,3.7074,3.28893,34.9316331727,1034.5959059,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
17,3679610851.0,3,378915,523937251,3718311213.98,3718311214.0,3679610851.0,0.0,internal_timestamp,26540,137098,1488.09995631,3.7098,3.28915,34.9315803133,1034.59666731,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
18,3679611301.0,3,378917,523937701,3718311213.98,3718311214.0,3679611301.0,0.0,internal_timestamp,26536,137092,1487.84937875,3.7092,3.28917,34.9325732441,1034.59639662,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
19,3679611751.0,3,378845,523938151,3718311213.98,3718311214.0,3679611751.0,0.0,internal_timestamp,26504,137030,1485.84475825,3.703,3.28845,34.9315864229,1034.58741264,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
20,3679612201.0,3,378808,523938601,3718311213.98,3718311214.0,3679612201.0,0.0,internal_timestamp,26476,136999,1484.09071532,3.6999,3.28808,34.9313459086,1034.57972065,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
21,3679612651.0,3,378774,523939051,3718311213.98,3718311214.0,3679612651.0,0.0,internal_timestamp,26446,136980,1482.2113836,3.698,3.28774,34.9302565154,1034.57063074,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
22,3679613101.0,3,378834,523939501,3718311213.98,3718311214.0,3679613101.0,0.0,internal_timestamp,26435,137047,1481.52229531,3.7047,3.28834,34.9306280184,1034.56688872,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
23,3679613551.0,3,378835,523939951,3718311213.98,3718311214.0,3679613551.0,0.0,internal_timestamp,26453,137041,1482.64989434,3.7041,3.28835,34.9308219207,1034.57222035,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
24,3679614001.0,3,378810,523940401,3718311213.98,3718311214.0,3679614001.0,0.0,internal_timestamp,26413,137038,1480.14411872,3.7038,3.2881,34.929419496,1034.55983342,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
25,3679614451.0,3,378811,523940851,3718311213.98,3718311214.0,3679614451.0,0.0,internal_timestamp,26457,137029,1482.9004719,3.7029,3.28811,34.9291249611,1034.57218549,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
26,3679614901.0,3,378846,523941301,3718311213.98,3718311214.01,3679614901.0,0.0,internal_timestamp,26456,137051,1482.83782751,3.7051,3.28846,34.9309754971,1034.57305324,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
27,3679615351.0,3,378918,523941751,3718311213.98,3718311214.01,3679615351.0,0.0,internal_timestamp,26420,137123,1480.58262945,3.7123,3.28918,34.9330117846,1034.56346988,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
28,3679615801.0,3,378903,523942201,3718311213.98,3718311214.01,3679615801.0,0.0,internal_timestamp,26411,137101,1480.01882994,3.7101,3.28903,34.9338365678,1034.56187061,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
29,3679616251.0,3,378928,523942651,3718311213.98,3718311214.01,3679616251.0,0.0,internal_timestamp,26413,137130,1480.14411872,3.713,3.28928,34.9336727864,1034.56191054,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
30,3679616701.0,3,378940,523943101,3718311213.98,3718311214.01,3679616701.0,0.0,internal_timestamp,26436,137126,1481.5849397,3.7126,3.2894,34.9348017982,1034.56936454,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
31,3679617151.0,3,378947,523943551,3718311213.98,3718311214.01,3679617151.0,0.0,internal_timestamp,26432,137140,1481.33436214,3.714,3.28947,34.9342769522,1034.56762774,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
32,3679617601.0,3,378948,523944001,3718311213.98,3718311214.01,3679617601.0,0.0,internal_timestamp,26439,137144,1481.77287287,3.7144,3.28948,34.9337567572,1034.56914661,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
33,3679618051.0,3,378971,523944451,3718311213.98,3718311214.01,3679618051.0,0.0,internal_timestamp,26432,137175,1481.33436214,3.7175,3.28971,34.9334240144,1034.56647777,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
34,3679618501.0,3,378985,523944901,3718311213.99,3718311214.01,3679618501.0,0.0,internal_timestamp,26419,137197,1480.51998506,3.7197,3.28985,34.9331617924,1034.56228885,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
35,3679618951.0,3,378979,523945351,3718311213.99,3718311214.01,3679618951.0,0.0,internal_timestamp,26436,137178,1481.5849397,3.7178,3.28979,34.9339297936,1034.56796624,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
36,3679619401.0,3,379016,523945801,3718311213.99,3718311214.01,3679619401.0,0.0,internal_timestamp,26417,137231,1480.39469628,3.7231,3.29016,34.9333037339,1034.56136713,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
37,3679619851.0,3,379022,523946251,3718311213.99,3718311214.01,3679619851.0,0.0,internal_timestamp,26388,137227,1478.57800895,3.7227,3.29022,34.9353322345,1034.55480277,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
38,3679620301.0,3,378990,523946701,3718311213.99,3718311214.01,3679620301.0,0.0,internal_timestamp,26364,137198,1477.07454358,3.7198,3.2899,34.9353497159,1034.54841837,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
