obs,time,deployment,conductivity,ctd_time,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temperature,ctdmo_seawater_pressure,ctdmo_seawater_temperature,ctdmo_seawater_conductivity,practical_salinity,density,ctdmo_seawater_pressure_qc_executed,ctdmo_seawater_pressure_qc_results,ctdmo_seawater_temperature_qc_executed,ctdmo_seawater_temperature_qc_results,ctdmo_seawater_conductivity_qc_executed,ctdmo_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3662668801.0,2,378410,506995201,3718258266.94,3718258266.95,3662668801.0,0.0,internal_timestamp,26455,136587,1482.77518312,3.6587,3.2841,34.928357968,1034.57706886,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
1,3662669251.0,2,378743,506995651,3718258266.94,3718258266.95,3662669251.0,0.0,internal_timestamp,26439,136948,1481.77287287,3.6948,3.28743,34.9301810249,1034.56902788,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
2,3662669701.0,2,378653,506996101,3718258266.94,3718258266.95,3662669701.0,0.0,internal_timestamp,26473,136879,1483.90278215,3.6879,3.28653,34.9257577869,1034.57612937,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
3,3662670151.0,2,378787,506996551,3718258266.94,3718258266.94,3662670151.0,0.0,internal_timestamp,26447,137018,1482.274028,3.7018,3.28787,34.9277557507,1034.56842983,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
4,3662670601.0,2,378898,506997001,3718258266.94,3718258266.94,3662670601.0,0.0,internal_timestamp,26459,137128,1483.02576068,3.7128,3.28898,34.9289126596,1034.57122689,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
5,3662671051.0,2,378918,506997451,3718258266.94,3718258266.94,3662671051.0,0.0,internal_timestamp,26461,137143,1483.15104946,3.7143,3.28918,34.9296341144,1034.57215362,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
6,3662671501.0,2,378986,506997901,3718258266.94,3718258266.94,3662671501.0,0.0,internal_timestamp,26430,137219,1481.20907336,3.7219,3.28986,34.9306200683,1034.56310637,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
7,3662671951.0,2,378882,506998351,3718258266.94,3718258266.94,3662671951.0,0.0,internal_timestamp,26475,137089,1484.02807093,3.7089,3.28882,34.93063785,1034.57764693,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
8,3662672401.0,2,378843,506998801,3718258266.94,3718258266.95,3662672401.0,0.0,internal_timestamp,26459,137053,1483.02576068,3.7053,3.28843,34.9303169191,1034.57335841,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
9,3662672851.0,2,378813,506999251,3718258266.94,3718258266.95,3662672851.0,0.0,internal_timestamp,26468,137012,1483.5895602,3.7012,3.28813,34.9308138939,1034.57685945,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
10,3662673301.0,2,378815,506999701,3718258266.94,3718258266.95,3662673301.0,0.0,internal_timestamp,26538,137007,1487.97466753,3.7007,3.28815,34.929411598,1034.5956482,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
11,3662673751.0,2,378778,507000151,3718258266.94,3718258266.95,3662673751.0,0.0,internal_timestamp,26516,136964,1486.59649094,3.6964,3.28778,34.9302505479,1034.59066746,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
12,3662674201.0,2,378767,507000601,3718258266.94,3718258266.95,3662674201.0,0.0,internal_timestamp,26550,136946,1488.72640022,3.6946,3.28767,34.9297955514,1034.60018444,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
13,3662674651.0,2,378760,507001051,3718258266.94,3718258266.95,3662674651.0,0.0,internal_timestamp,26516,136939,1486.59649094,3.6939,3.2876,34.9307579142,1034.59140865,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
14,3662675101.0,2,378729,507001501,3718258266.94,3718258266.95,3662675101.0,0.0,internal_timestamp,26547,136899,1488.53846705,3.6899,3.28729,34.9303499328,1034.60041492,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
15,3662675551.0,2,378773,507001951,3718258266.94,3718258266.95,3662675551.0,0.0,internal_timestamp,26521,136965,1486.90971289,3.6965,3.28773,34.9293988773,1034.59140097,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
16,3662676001.0,2,378781,507002401,3718258266.94,3718258266.95,3662676001.0,0.0,internal_timestamp,26530,136976,1487.47351241,3.6976,3.28781,34.9289066329,1034.59341203,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
17,3662676451.0,2,378822,507002851,3718258266.94,3718258266.95,3662676451.0,0.0,internal_timestamp,26529,137019,1487.41086802,3.7019,3.28822,34.9292525465,1034.59281034,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
18,3662676901.0,2,378798,507003301,3718258266.94,3718258266.95,3662676901.0,0.0,internal_timestamp,26534,136992,1487.72408997,3.6992,3.28798,34.9291064083,1034.5944819,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
19,3662677351.0,2,378741,507003751,3718258266.95,3718258266.95,3662677351.0,0.0,internal_timestamp,26502,136938,1485.71946947,3.6938,3.28741,34.9290489246,1034.58611648,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
20,3662677801.0,2,378733,507004201,3718258266.95,3718258266.95,3662677801.0,0.0,internal_timestamp,26520,136920,1486.8470685,3.692,3.28733,34.9294438398,1034.59177031,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
21,3662678251.0,2,378642,507004651,3718258266.95,3718258266.95,3662678251.0,0.0,internal_timestamp,26513,136825,1486.40855777,3.6825,3.28642,34.9289136966,1034.59067417,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
22,3662678701.0,2,378549,507005101,3718258266.95,3718258266.95,3662678701.0,0.0,internal_timestamp,26498,136734,1485.46889191,3.6734,3.28549,34.9279713747,1034.5869329,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
23,3662679151.0,2,378581,507005551,3718258266.95,3718258266.95,3662679151.0,0.0,internal_timestamp,26506,136801,1485.97004704,3.6801,3.28581,34.924443208,1034.58551115,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
24,3662679601.0,2,378805,507006001,3718258266.95,3718258266.95,3662679601.0,0.0,internal_timestamp,26515,136989,1486.53384655,3.6989,3.28805,34.9308387169,1034.59050304,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
25,3662680051.0,2,378855,507006451,3718258266.95,3718258266.96,3662680051.0,0.0,internal_timestamp,26493,137043,1485.15566996,3.7043,3.28855,34.9317385786,1034.58423907,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
26,3662680501.0,2,378726,507006901,3718258266.95,3718258266.95,3662680501.0,0.0,internal_timestamp,26459,136937,1483.02576068,3.6937,3.28726,34.9287108413,1034.57368822,29,29,29,29,29,13,29,29,29,29,59.94358,-39.57372
