obs,time,deployment,conductivity,ctd_time,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temperature,ctdmo_seawater_pressure,ctdmo_seawater_temperature,ctdmo_seawater_conductivity,practical_salinity,density,ctdmo_seawater_pressure_qc_executed,ctdmo_seawater_pressure_qc_results,ctdmo_seawater_temperature_qc_executed,ctdmo_seawater_temperature_qc_results,ctdmo_seawater_conductivity_qc_executed,ctdmo_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3757017601.0,5,375353,601344001,3757044374.93,3757044374.98,3757017601.0,0.0,internal_timestamp,26302,133703,1473.19059137,3.3703,3.25353,34.8746226272,1034.53041361,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
1,3757018051.0,5,375370,601344451,3757044374.93,3757044374.99,3757018051.0,0.0,internal_timestamp,26382,133698,1478.20214261,3.3698,3.2537,34.8746823057,1034.55322592,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
2,3757018501.0,5,375277,601344901,3757044374.94,3757044374.98,3757018501.0,0.0,internal_timestamp,26250,133645,1469.93308306,3.3645,3.25277,34.8733203347,1034.515407,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
3,3757018951.0,5,375247,601345351,3757044374.94,3757044374.98,3757018951.0,0.0,internal_timestamp,26151,133638,1463.7312884,3.3638,3.25247,34.8735754429,1034.48760475,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
4,3757019401.0,5,375228,601345801,3757044374.94,3757044374.98,3757019401.0,0.0,internal_timestamp,26084,133643,1459.53411424,3.3643,3.25228,34.8728731555,1034.46796978,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
5,3757019851.0,5,375222,601346251,3757044374.94,3757044374.98,3757019851.0,0.0,internal_timestamp,26063,133633,1458.21858204,3.3633,3.25222,34.8738728559,1034.46292767,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
6,3757020301.0,5,375185,601346701,3757044374.94,3757044374.98,3757020301.0,0.0,internal_timestamp,25970,133625,1452.39265372,3.3625,3.25185,34.8732133423,1034.43611575,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
7,3757020751.0,5,375151,601347151,3757044374.94,3757044374.98,3757020751.0,0.0,internal_timestamp,25881,133614,1446.81730296,3.3614,3.25151,34.873105585,1034.41090948,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
8,3757021201.0,5,375124,601347601,3757044374.94,3757044374.98,3757021201.0,0.0,internal_timestamp,25788,133623,1440.99137464,3.3623,3.25124,34.8718412002,1034.38338998,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
9,3757021651.0,5,375129,601348051,3757044374.94,3757044374.98,3757021651.0,0.0,internal_timestamp,25781,133618,1440.55286391,3.3618,3.25129,34.8731869141,1034.38252642,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
10,3757022101.0,5,375127,601348501,3757044374.94,3757044374.98,3757022101.0,0.0,internal_timestamp,25779,133628,1440.42757513,3.3628,3.25127,34.8719515263,1034.3808549,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
11,3757022551.0,5,375126,601348951,3757044374.94,3757044374.98,3757022551.0,0.0,internal_timestamp,25766,133617,1439.61319805,3.3617,3.25126,34.8734045383,1034.37845133,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
12,3757023001.0,5,375119,601349401,3757044374.94,3757044374.98,3757023001.0,0.0,internal_timestamp,25704,133628,1435.72924584,3.3628,3.25119,34.8733458699,1034.36065318,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
13,3757023451.0,5,375132,601349851,3757044374.94,3757044374.98,3757023451.0,0.0,internal_timestamp,25701,133639,1435.54131267,3.3639,3.25132,34.873826403,1034.36003348,29,29,29,29,29,13,29,29,29,29,59.93295,-39.46549
