obs,time,deployment,conductivity,ctd_time,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temperature,ctdmo_seawater_pressure,ctdmo_seawater_temperature,ctdmo_seawater_conductivity,practical_salinity,density,ctdmo_seawater_pressure_qc_executed,ctdmo_seawater_pressure_qc_results,ctdmo_seawater_temperature_qc_executed,ctdmo_seawater_temperature_qc_results,ctdmo_seawater_conductivity_qc_executed,ctdmo_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3715891201.0,4,376098,560217601,3718051892.03,3718051892.11,3715891201.0,0.0,internal_timestamp,26321,134443,1474.38083479,3.4443,3.26098,34.8845110351,1034.53368056,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
1,3715891651.0,4,376074,560218051,3718051892.03,3718051892.11,3715891651.0,0.0,internal_timestamp,26285,134429,1472.12563673,3.4429,3.26074,34.8842562703,1034.52345726,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
2,3715892101.0,4,376117,560218501,3718051892.02,3718051892.1,3715892101.0,0.0,internal_timestamp,26257,134476,1470.3715938,3.4476,3.26117,34.8852775962,1034.51568768,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
3,3715892551.0,4,376160,560218951,3718051892.02,3718051892.1,3715892551.0,0.0,internal_timestamp,26234,134521,1468.93077281,3.4521,3.2616,34.8863542478,1034.50940649,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
4,3715893001.0,4,376144,560219401,3718051892.02,3718051892.1,3715893001.0,0.0,internal_timestamp,26216,134521,1467.80317379,3.4521,3.26144,34.885010491,1034.50324495,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
5,3715893451.0,4,376103,560219851,3718051892.02,3718051892.1,3715893451.0,0.0,internal_timestamp,26162,134489,1464.4203767,3.4489,3.26103,34.8851977201,1034.4885028,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
6,3715893901.0,4,376089,560220301,3718051892.02,3718051892.1,3715893901.0,0.0,internal_timestamp,26170,134473,1464.92153182,3.4473,3.26089,34.8849737562,1034.49081053,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
7,3715894351.0,4,376102,560220751,3718051892.02,3718051892.1,3715894351.0,0.0,internal_timestamp,26125,134505,1462.10253425,3.4505,3.26102,34.8845401496,1034.4772755,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
8,3715894801.0,4,376135,560221201,3718051892.03,3718051892.1,3715894801.0,0.0,internal_timestamp,26128,134530,1462.29046742,3.453,3.26135,34.8857311667,1034.47872768,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
9,3715895251.0,4,376030,560221651,3718051892.03,3718051892.1,3715895251.0,0.0,internal_timestamp,26046,134451,1457.1536274,3.4451,3.2603,34.8841439653,1034.45527358,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
10,3715895701.0,4,376015,560222101,3718051892.03,3718051892.11,3715895701.0,0.0,internal_timestamp,25979,134448,1452.95645323,3.4448,3.26015,34.8847664061,1034.43679212,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
11,3715896151.0,4,375700,560222551,3718051892.03,3718051892.11,3715896151.0,0.0,internal_timestamp,25851,134185,1444.93797125,3.4185,3.257,34.8790669447,1034.39949397,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
12,3715896601.0,4,375778,560223001,3718051892.03,3718051892.11,3715896601.0,0.0,internal_timestamp,25867,134258,1445.94028149,3.4258,3.25778,34.8801364051,1034.40390373,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
13,3715897051.0,4,375790,560223451,3718051892.03,3718051892.11,3715897051.0,0.0,internal_timestamp,25881,134269,1446.81730296,3.4269,3.2579,34.8799646905,1034.40759573,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
14,3715897501.0,4,375727,560223901,3718051892.03,3718051892.11,3715897501.0,0.0,internal_timestamp,25898,134200,1447.8822576,3.42,3.25727,34.879228236,1034.41276121,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
15,3715897951.0,4,375738,560224351,3718051892.03,3718051892.11,3715897951.0,0.0,internal_timestamp,25920,134203,1449.26043419,3.4203,3.25738,34.879534179,1034.41920574,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
16,3715898401.0,4,375589,560224801,3718051892.03,3718051892.11,3715898401.0,0.0,internal_timestamp,25843,134087,1444.43681612,3.4087,3.25589,34.8764586287,1034.39647701,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
17,3715898851.0,4,375607,560225251,3718051892.03,3718051892.11,3715898851.0,0.0,internal_timestamp,25862,134099,1445.62705954,3.4099,3.25607,34.8767402139,1034.40193203,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
18,3715899301.0,4,375582,560225701,3718051892.03,3718051892.11,3715899301.0,0.0,internal_timestamp,25826,134086,1443.37186148,3.4086,3.25582,34.8762615458,1034.39150966,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
19,3715899751.0,4,375610,560226151,3718051892.03,3718051892.11,3715899751.0,0.0,internal_timestamp,25850,134104,1444.87532686,3.4104,3.2561,34.8769437934,1034.39861925,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
20,3715900201.0,4,375653,560226601,3718051892.03,3718051892.11,3715900201.0,0.0,internal_timestamp,25901,134130,1448.07019077,3.413,3.25653,34.8777232771,1034.41336206,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
21,3715900651.0,4,375638,560227051,3718051892.03,3718051892.11,3715900651.0,0.0,internal_timestamp,25899,134120,1447.94490199,3.412,3.25638,34.8770562002,1034.41240321,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
22,3715901101.0,4,375627,560227501,3718051892.03,3718051892.11,3715901101.0,0.0,internal_timestamp,25904,134102,1448.25812394,3.4102,3.25627,34.8774938904,1034.41440602,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
23,3715901551.0,4,375642,560227951,3718051892.03,3718051892.11,3715901551.0,0.0,internal_timestamp,25951,134100,1451.2024103,3.41,3.25642,34.8780247085,1034.42818982,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
24,3715902001.0,4,375609,560228401,3718051892.03,3718051892.11,3715902001.0,0.0,internal_timestamp,25963,134071,1451.95414298,3.4071,3.25609,34.8767853143,1034.43100775,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
25,3715902451.0,4,375636,560228851,3718051892.03,3718051892.11,3715902451.0,0.0,internal_timestamp,26014,134085,1455.1490069,3.4085,3.25636,34.8769285567,1034.44540814,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
26,3715902901.0,4,375751,560229301,3718051892.03,3718051892.11,3715902901.0,0.0,internal_timestamp,26038,134194,1456.65247227,3.4194,3.25751,34.8783496589,1034.45188254,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
27,3715903351.0,4,376140,560229751,3718051892.05,3718051892.12,3715903351.0,0.0,internal_timestamp,26086,134551,1459.65940302,3.4551,3.2614,34.885415162,1034.46628311,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
28,3715903801.0,4,376204,560230201,3718051892.05,3718051892.12,3715903801.0,0.0,internal_timestamp,26138,134596,1462.91691133,3.4596,3.26204,34.8866524784,1034.48140424,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
29,3715904251.0,4,376273,560230651,3718051892.06,3718051892.12,3715904251.0,0.0,internal_timestamp,26157,134656,1464.10715474,3.4656,3.26273,34.8879270287,1034.48699098,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
30,3715904701.0,4,376347,560231101,3718051892.06,3718051892.12,3715904701.0,0.0,internal_timestamp,26215,134703,1467.74052939,3.4703,3.26347,34.8899551974,1034.50440505,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
31,3715905151.0,4,376271,560231551,3718051892.06,3718051892.12,3715905151.0,0.0,internal_timestamp,26228,134644,1468.55490647,3.4644,3.26271,34.886744949,1034.50636182,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
32,3715905601.0,4,376174,560232001,3718051892.06,3718051892.12,3715905601.0,0.0,internal_timestamp,26257,134521,1470.3715938,3.4521,3.26174,34.8873040437,1034.51667654,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
33,3715906051.0,4,376067,560232451,3718051892.06,3718051892.12,3715906051.0,0.0,internal_timestamp,26295,134425,1472.75208064,3.4425,3.26067,34.8835340943,1034.52577986,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
34,3715906501.0,4,375980,560232901,3718051892.04,3718051892.11,3715906501.0,0.0,internal_timestamp,26296,134329,1472.81472503,3.4329,3.2598,34.8832974101,1034.52716395,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
35,3715906951.0,4,375999,560233351,3718051892.04,3718051892.11,3715906951.0,0.0,internal_timestamp,26316,134340,1474.06761284,3.434,3.25999,34.8837731397,1034.53306336,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
36,3715907401.0,4,376151,560233801,3718051892.04,3718051892.11,3715907401.0,0.0,internal_timestamp,26308,134490,1473.56645771,3.449,3.26151,34.8862551869,1034.53073341,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
37,3715907851.0,4,376357,560234251,3718051892.04,3718051892.11,3715907851.0,0.0,internal_timestamp,26339,134667,1475.50843382,3.4667,3.26357,34.8910890948,1034.5409464,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
38,3715908301.0,4,376514,560234701,3718051892.04,3718051892.11,3715908301.0,0.0,internal_timestamp,26394,134801,1478.9538753,3.4801,3.26514,34.893886222,1034.55693739,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
39,3715908751.0,4,376499,560235151,3718051892.04,3718051892.11,3715908751.0,0.0,internal_timestamp,26386,134789,1478.45272017,3.4789,3.26499,34.8936197339,1034.55462122,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
40,3715909201.0,4,376501,560235601,3718051892.04,3718051892.11,3715909201.0,0.0,internal_timestamp,26383,134797,1478.264787,3.4797,3.26501,34.8931051215,1034.55325862,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
41,3715909651.0,4,376495,560236051,3718051892.05,3718051892.11,3715909651.0,0.0,internal_timestamp,26375,134789,1477.76363188,3.4789,3.26495,34.8934863433,1034.55139739,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
42,3715910101.0,4,376491,560236501,3718051892.05,3718051892.11,3715910101.0,0.0,internal_timestamp,26364,134789,1477.07454358,3.4789,3.26491,34.8933529678,1034.54817353,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
43,3715910551.0,4,376426,560236951,3718051892.05,3718051892.12,3715910551.0,0.0,internal_timestamp,26389,134725,1478.64065335,3.4725,3.26426,34.8916088642,1034.55475335,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
44,3715911001.0,4,376426,560237401,3718051892.05,3718051892.12,3715911001.0,0.0,internal_timestamp,26420,134717,1480.58262945,3.4717,3.26426,34.8914896656,1034.56355741,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
45,3715911451.0,4,376398,560237851,3718051892.05,3718051892.12,3715911451.0,0.0,internal_timestamp,26417,134686,1480.39469628,3.4686,3.26398,34.8915296036,1034.56315524,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
46,3715911901.0,4,376448,560238301,3718051892.05,3718051892.12,3715911901.0,0.0,internal_timestamp,26429,134732,1481.14642897,3.4732,3.26448,34.8922408975,1034.56649758,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
47,3715912351.0,4,376423,560238751,3718051892.05,3718051892.12,3715912351.0,0.0,internal_timestamp,26453,134706,1482.64989434,3.4706,3.26423,34.8912686144,1034.57288863,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
48,3715912801.0,4,376346,560239201,3718051892.05,3718051892.12,3715912801.0,0.0,internal_timestamp,26429,134639,1481.14642897,3.4639,3.26346,34.8899383291,1034.56593997,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
49,3715913251.0,4,376247,560239651,3718051892.05,3718051892.12,3715913251.0,0.0,internal_timestamp,26428,134548,1481.08378458,3.4548,3.26247,34.887810475,1034.56520816,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
50,3715913701.0,4,376232,560240101,3718051892.05,3718051892.12,3715913701.0,0.0,internal_timestamp,26417,134540,1480.39469628,3.454,3.26232,34.8872136279,1034.56172747,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
51,3715914151.0,4,376253,560240551,3718051892.05,3718051892.12,3715914151.0,0.0,internal_timestamp,26455,134544,1482.77518312,3.4544,3.26253,34.8881069159,1034.57315106,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
