obs,time,deployment,conductivity,ctd_time,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temperature,ctdmo_seawater_pressure,ctdmo_seawater_temperature,ctdmo_seawater_conductivity,practical_salinity,density,ctdmo_seawater_pressure_qc_executed,ctdmo_seawater_pressure_qc_results,ctdmo_seawater_temperature_qc_executed,ctdmo_seawater_temperature_qc_results,ctdmo_seawater_conductivity_qc_executed,ctdmo_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
2998,3710946151.0,4,372956,555272551,3718051866.55,3718051866.64,3710946151.0,0.0,internal_timestamp,10757,135638,499.383540776,3.5638,3.22956,34.8858990316,1030.06127523,29,29,29,29,29,29,29,29,29,29,59.9462,-39.4737
2999,3710946601.0,4,373474,555273001,3718051866.55,3718051866.64,3710946601.0,0.0,internal_timestamp,11385,135965,538.724218021,3.5965,3.23474,34.8920167648,1030.24407955,29,29,29,29,29,29,29,29,29,29,59.9462,-39.4737
3000,3710947051.0,4,372929,555273451,3718051866.55,3718051866.64,3710947051.0,0.0,internal_timestamp,16606,133934,865.790580913,3.3934,3.22929,34.8703271836,1031.75536814,29,29,29,29,29,29,29,29,29,29,59.9462,-39.4737
3001,3710947501.0,4,373147,555273901,3718051866.55,3718051866.64,3710947501.0,0.0,internal_timestamp,20138,133215,1087.05056822,3.3215,3.23147,34.8581897734,1032.76735633,29,29,29,29,29,29,29,29,29,29,59.9462,-39.4737
3002,3710947951.0,4,373864,555274351,3718051866.55,3718051866.64,3710947951.0,0.0,internal_timestamp,23335,133088,1287.3246847,3.3088,3.23864,34.8552941242,1033.67959154,29,29,29,29,29,29,29,29,29,29,59.9462,-39.4737
3003,3710948401.0,4,375956,555274801,3718051866.55,3718051866.64,3710948401.0,0.0,internal_timestamp,25707,134474,1435.91717901,3.4474,3.25956,34.8834858249,1034.35824412,29,29,29,29,29,29,29,29,29,29,59.9462,-39.4737
3004,3710948851.0,4,377305,555275251,3718051866.55,3718051866.64,3710948851.0,0.0,internal_timestamp,26653,135491,1495.17877244,3.5491,3.27305,34.9069158901,1034.63125341,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
3005,3710949301.0,4,377479,555275701,3718051866.56,3718051866.64,3710949301.0,0.0,internal_timestamp,26911,135575,1511.3410252,3.5575,3.27479,34.9106964723,1034.70616583,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
3006,3710949751.0,4,377593,555276151,3718051866.56,3718051866.64,3710949751.0,0.0,internal_timestamp,26975,135660,1515.35026619,3.566,3.27593,34.9132650327,1034.72514873,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
3007,3710950201.0,4,377716,555276601,3718051866.56,3718051866.64,3710950201.0,0.0,internal_timestamp,27009,135774,1517.48017547,3.5774,3.27716,34.9147664359,1034.73439893,29,29,29,29,29,13,29,29,29,29,59.9462,-39.4737
3008,3710950651.0,4,377716,555277051,3718051866.56,3718051866.64,3710950651.0,0.0,internal_timestamp,27010,135767,1517.54281986,3.5767,3.27716,34.9154746224,1034.73533369,29,29,29,29,29,13,29,13,29,29,59.9462,-39.4737
3009,3710951101.0,4,377743,555277501,3718051866.56,3718051866.64,3710951101.0,0.0,internal_timestamp,27016,135790,1517.9186862,3.579,3.27743,34.9160629628,1034.73718029,29,29,29,29,29,13,29,13,29,29,59.9462,-39.4737
3010,3710951551.0,4,377830,555277951,3718051866.56,3718051866.64,3710951551.0,0.0,internal_timestamp,27017,135851,1517.98133059,3.5851,3.2783,34.9199098071,1034.73964964,29,29,29,29,29,13,29,13,29,29,59.9462,-39.4737
3011,3710952001.0,4,377857,555278401,3718051866.56,3718051866.64,3710952001.0,0.0,internal_timestamp,27009,135880,1517.48017547,3.588,3.27857,34.9202974128,1034.73729225,29,29,29,29,29,13,29,13,29,29,59.9462,-39.4737
3012,3710952451.0,4,377856,555278851,3718051866.56,3718051866.64,3710952451.0,0.0,internal_timestamp,27011,135877,1517.60546425,3.5877,3.27856,34.9204336749,1034.73800653,29,29,29,29,29,13,29,13,29,29,59.9462,-39.4737
3013,3710952901.0,4,377864,555279301,3718051866.56,3718051866.64,3710952901.0,0.0,internal_timestamp,27013,135883,1517.73075303,3.5883,3.27864,34.9206869502,1034.7386896,29,29,29,29,29,13,29,13,29,29,59.9462,-39.4737
