obs,time,deployment,conductivity,ctd_time,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temperature,ctdmo_seawater_pressure,ctdmo_seawater_temperature,ctdmo_seawater_conductivity,practical_salinity,density,ctdmo_seawater_pressure_qc_executed,ctdmo_seawater_pressure_qc_results,ctdmo_seawater_temperature_qc_executed,ctdmo_seawater_temperature_qc_results,ctdmo_seawater_conductivity_qc_executed,ctdmo_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3684441601.0,3,375020,528768001,3718311455.45,3718311455.5,3684441601.0,0.0,internal_timestamp,25737,133586,1437.79651073,3.3586,3.2502,34.8649426639,1034.3639738,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
1,3684442051.0,3,375134,528768451,3718311455.45,3718311455.5,3684442051.0,0.0,internal_timestamp,25819,133672,1442.93335075,3.3672,3.25134,34.8668744477,1034.38763877,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
2,3684442501.0,3,375120,528768901,3718311455.45,3718311455.51,3684442501.0,0.0,internal_timestamp,25813,133661,1442.55748441,3.3661,3.2512,34.8665562836,1034.38583074,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
3,3684442951.0,3,375230,528769351,3718311455.45,3718311455.5,3684442951.0,0.0,internal_timestamp,25911,133741,1448.69663468,3.3741,3.2523,34.8681449211,1034.41384279,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
4,3684443401.0,3,375367,528769801,3718311455.45,3718311455.5,3684443401.0,0.0,internal_timestamp,25984,133812,1453.26967519,3.3812,3.25367,34.8746888977,1034.43876635,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
5,3684443851.0,3,375327,528770251,3718311455.45,3718311455.5,3684443851.0,0.0,internal_timestamp,25995,133815,1453.95876348,3.3815,3.25327,34.8692556203,1034.43757823,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
6,3684444301.0,3,375457,528770701,3718311455.45,3718311455.5,3684444301.0,0.0,internal_timestamp,26071,133925,1458.71973716,3.3925,3.25457,34.8707410483,1034.45885321,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
7,3684444751.0,3,375398,528771151,3718311455.45,3718311455.5,3684444751.0,0.0,internal_timestamp,26135,133846,1462.72897815,3.3846,3.25398,34.8700675167,1034.47753892,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
8,3684445201.0,3,375451,528771601,3718311455.45,3718311455.5,3684445201.0,0.0,internal_timestamp,26129,133897,1462.35311181,3.3897,3.25451,34.8711773801,1034.4760292,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
9,3684445651.0,3,375467,528772051,3718311455.45,3718311455.5,3684445651.0,0.0,internal_timestamp,26170,133900,1464.92153182,3.39,3.25467,34.8714873032,1034.48786772,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
10,3684446101.0,3,375876,528772501,3718311455.45,3718311455.5,3684446101.0,0.0,internal_timestamp,26225,134212,1468.3669733,3.4212,3.25876,34.885502582,1034.51032177,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
11,3684446551.0,3,375630,528772951,3718311455.45,3718311455.5,3684446551.0,0.0,internal_timestamp,26222,134049,1468.17904013,3.4049,3.2563,34.8735282095,1034.50223893,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
12,3684447001.0,3,375551,528773401,3718311455.45,3718311455.5,3684447001.0,0.0,internal_timestamp,26208,133901,1467.30201866,3.3901,3.25551,34.8802118477,1034.50549391,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
13,3684447451.0,3,375572,528773851,3718311455.45,3718311455.5,3684447451.0,0.0,internal_timestamp,26203,133991,1466.98879671,3.3991,3.25572,34.8733451389,1034.49747824,29,29,29,29,29,13,29,29,29,29,59.9341,-39.4673
